mapping_code	source_type	source_id	simplified_word	traditional_word	simplified_sentence	traditional_sentence	source_sentence
134_1	tatoeba	6039669	货币	貨幣	在商朝，贝朋为通用货币。	在商朝，貝朋為通用貨幣。	在商朝，貝朋為通用貨幣。
136_1	tatoeba	334733	不仅	不僅	不仅他们，连我也被老师罚了。	不僅他們，連我也被老師罰了。	不仅他们，连我也被老师罚了。
142_1	tatoeba	13958137	从而	從而	丹尼尔开始花更多时间陪伴阿曼达，从而帮助她康复。	丹尼爾開始花更多時間陪伴阿曼達，從而幫助她康復。	丹尼爾開始花更多時間陪伴阿曼達，從而幫助她康復。
143_1	tatoeba	425949	拿破仑	拿破侖	这场战役让拿破仑称霸了整个欧洲。	這場戰役讓拿破侖稱霸了整個歐洲。	這場戰役讓拿破崙稱霸了整個歐洲。
149_1	tatoeba	9810323	仓库	倉庫	仓库物料搬运设备有哪些？	倉庫物料搬運裝置有哪些？	仓库物料搬运设备有哪些？
154_1	tatoeba	375373	风险	風險	信用卡很有用，但也有风险。	信用卡很有用，但也有風險。	信用卡很有用，但也有风险。
157_1	tatoeba	10767106	乌克兰	烏克蘭	你会说乌克兰语还是俄罗斯语？	你會說烏克蘭語還是俄羅斯語？	你會說烏克蘭語還是俄羅斯語？
165_1	tatoeba	437940	为了	爲了	为了看野生动物，他去了非洲。	爲了看野生動物，他去了非洲。	为了看野生动物，他去了非洲。
166_0	tatoeba	537359	筋斗	筋斗	如果你在洋娃娃腹部的侧面上链的话，它就会扭动手臂，翻著筋斗向前前进。	如果你在洋娃娃腹部的側面上鍊的話，它就會扭動手臂，翻著筋斗向前前進。	如果你在洋娃娃腹部的側面上鏈的話，它就會扭動手臂，翻著筋斗向前前進。
166_1	tatoeba	2567618	斗争	鬥爭	在权利斗争中，非友即敌。	在權利鬥爭中，非友即敵。	在权利斗争中，非友即敌。
167_1	tatoeba	1737884	记忆	記憶	我想找一种提升记忆力的方法。	我想找一種提升記憶力的方法。	我想找一种提升记忆力的方法。
168_1	tatoeba	332616	计划	計劃	我们的计划从一开始就出错了。	我們的計劃從一開始就出錯了。	我们的计划从一开始就出错了。
169_1	tatoeba	13857147	签订	簽訂	我国与多个邻国签订了自由贸易协定。	我國與多個鄰國簽訂了自由貿易協定。	我國與多個鄰國簽訂了自由貿易協定。
171_1	tatoeba	346765	认为	認為	我不认为他会把你的话听进去。	我不認為他會把你的話聽進去。	我不认为他会把你的话听进去。
173_1	authored		讥讽	譏諷	他的发言充满讥讽。	他的發言充滿譏諷。	
177_0	authored		辛丑	辛丑	辛丑是干支纪年中的一年。	辛丑是干支紀年中的一年。	
177_1	tatoeba	13880624	丑陋	醜陋	杰西卡穿着一条丑陋的连衣裙。	傑西卡穿著一條醜陋的連衣裙。	杰西卡穿着一条丑陋的连衣裙。
180_1	tatoeba	13786754	部队	部隊	军队派遣了后勤部队来支援前线作战。	軍隊派遣了後勤部隊來支援前線作戰。	軍隊派遣了後勤部隊來支援前線作戰。
181_1	tatoeba	345760	办法	辦法	他绞尽脑汁想办法搞定这件事。	他絞盡腦汁想辦法搞定這件事。	他绞尽脑汁想办法搞定这件事。
185_1	authored		邓小平	鄧小平	历史课上介绍了邓小平。	歷史課上介紹了鄧小平。	
186_1	tatoeba	3205560	劝说	勸說	在我的劝说下，她终于决定留下来了。	在我的勸說下，她終於決定留下來了。	在我的劝说下，她终于决定留下来了。
187_1	tatoeba	333844	双方	雙方	首先，我要听听双方的意见。	首先，我要聽聽雙方的意見。	首先，我要听听双方的意见。
188_1	tatoeba	2367446	书记	書記	直到党委书记出面加以解释，才算打消了这种想法。	直到黨委書記出面加以解釋，才算打消了這種想法。	直到党委书记出面加以解释，才算打消了这种想法。
195_1	tatoeba	13903429	攻击	攻擊	自尊心是不向外攻击的优越感。	自尊心是不向外攻擊的優越感。	自尊心是不向外攻擊的優越感。
199_1	authored		扑通	撲通	石头扑通一声掉进水里。	石頭撲通一聲掉進水裡。	
209_1	tatoeba	2027913	季节	季節	一年之中，你最喜欢哪个季节？	一年之中，你最喜歡哪個季節？	一年之中，你最喜欢哪个季节？
211_0	authored		白术	白术	白术是一种常见的中药材。	白术是一種常見的中藥材。	
211_1	tatoeba	899118	技术	技術	除了语言，我也对技术感兴趣。	除了語言，我也對技術感興趣。	除了语言，我也对技术感兴趣。
215_1	tatoeba	420946	厉害	厲害	痛过，但是没现在这么厉害。	痛過，但是沒現在這麼厲害。	痛过，但是没现在这么厉害。
221_1	authored		小龙	小龍	那条小龙在云间穿梭。	那條小龍在雲間穿梭。	
223_1	tatoeba	3576063	消灭	消滅	他们奋斗的目标是消灭天花。	他們奮鬥的目標是消滅天花。	他们奋斗的目标是消灭天花。
224_1	authored		倾轧	傾軋	派系之间的倾轧损害了组织。	派系之間的傾軋損害了組織。	
225_1	tatoeba	343976	东西	東西	她感觉有东西碰到了她的脖子。	她感覺有東西碰到了她的脖子。	她感觉有东西碰到了她的脖子。
230_1	tatoeba	1977243	卢布	盧布	昨天我在口袋里发现了两万卢布，感到很愉快。	昨天我在口袋裡發現了兩萬盧布，感到很愉快。	昨天我在口袋里发现了两万卢布，感到很愉快。
231_1	tatoeba	407264	企业	企業	我哥哥在一家大企业有个职位。	我哥哥在一家大企業有個職位。	我哥哥在一家大企业有个职位。
232_1	tatoeba	4866939	仍旧	仍舊	我仍旧无法相信我居然做了这种事。	我仍舊無法相信我居然做了這種事。	我仍旧无法相信我居然做了这种事。
233_1	authored		统帅	統帥	统帅下令全军撤退。	統帥下令全軍撤退。	
234_1	tatoeba	10058500	回归	回歸	有一首关于澳门回归的歌很好听。	有一首關於澳門回歸的歌很好聽。	有一首关于澳门回归的歌很好听。
238_0	authored		叶韵	叶韻	这两句诗并不叶韵。	這兩句詩並不叶韻。	
238_1	tatoeba	842076	茶叶	茶葉	茶叶是从中国传入的。	茶葉是從中國傳入的。	茶叶是从中国传入的。
242_1	tatoeba	333978	电话	電話	我出去的时候有人打我电话吗？	我出去的時候有人打我電話嗎？	我出去的时候有人打我电话吗？
243_1	authored		称号	稱號	她获得了全国冠军的称号。	她獲得了全國冠軍的稱號。	
246_1	tatoeba	1789997	只因	衹因	其实我的薪水是足够用的，只因我枵腹买书，所以就显得清苦。	其實我的薪水是足夠用的，衹因我枵腹買書，所以就顯得清苦。	其实我的薪水是足够用的，只因我枵腹买书，所以就显得清苦。
246_2	tatoeba	382421	一只	一隻	她有一只猫。那只猫是白色的。	她有一隻貓。那隻貓是白色的。	她有一只猫。那只猫是白色的。
251_1	authored		叽哩咕噜	嘰哩咕嚕	他在角落里叽哩咕噜地说个不停。	他在角落裡嘰哩咕嚕地說個不停。	
257_1	tatoeba	5550005	叹息	嘆息	“我丢了钱包。”约翰叹息道。	“我丟了錢包。”約翰嘆息道。	“我丢了钱包。”约翰叹息道。
273_1	tatoeba	136402	我们	我們	你记不记得我们认识的那一天？	你記不記得我們認識的那一天？	你记不记得我们认识的那一天？
274_1	tatoeba	512436	仪式	儀式	我上个月组织了一个结婚仪式。	我上個月組織了一個結婚儀式。	我上个月组织了一个结婚仪式。
281_1	tatoeba	798289	草丛	草叢	花园里杂草丛生。	花園裡雜草叢生。	花園裡雜草叢生。
286_1	tatoeba	2567453	偶尔	偶爾	即使现在，偶尔还是会有余震。	即使現在，偶爾還是會有餘震。	即使现在，偶尔还是会有余震。
287_1	tatoeba	353511	音乐	音樂	每个人对音乐的审美都不一样。	每個人對音樂的審美都不一樣。	每个人对音乐的审美都不一样。
294_1	tatoeba	334705	处理	處理	你从来没时间处理重要的事情！	你從來沒時間處理重要的事情！	你从来没时间处理重要的事情！
295_0	tatoeba	1737844	冬季	冬季	什么是你最喜爱的冬季运动？	什麼是你最喜愛的冬季運動？	什么是你最喜爱的冬季运动？
295_1	authored		扑冬	撲鼕	苹果扑冬一声落在地上。	蘋果撲鼕一聲落在地上。	
296_1	tatoeba	333590	鸟类	鳥類	观察鸟类是个很好的业余爱好。	觀察鳥類是個很好的業餘愛好。	观察鸟类是个很好的业余爱好。
297_1	tatoeba	9804867	国务院	國務院	国务院次卿出访拉丁美洲展开游说。	國務院次卿出訪拉丁美洲展開遊說。	国务院次卿出访拉丁美洲展开游说。
299_1	tatoeba	334868	饥饿	飢餓	在非洲有许多孩子死于饥饿。	在非洲有許多孩子死於飢餓。	在非洲有许多孩子死于饥饿。
299_2	authored		饥民	饑民	官府开仓救济饥民。	官府開倉救濟饑民。	
303_1	authored		冯玉祥	馮玉祥	冯玉祥是民国时期的军事人物。	馮玉祥是民國時期的軍事人物。	
305_1	tatoeba	778516	闪电	閃電	汤姆被闪电击中过三次。	湯姆被閃電擊中過三次。	湯姆被閃電擊中過三次。
306_1	tatoeba	335000	荷兰	荷蘭	在我去荷兰之前，我从没见过风车。	在我去荷蘭之前，我從沒見過風車。	在我去荷兰之前，我从没见过风车。
309_1	tatoeba	13897445	汇报	匯報	你汇报一下。	你匯報一下。	你汇报一下。
309_2	tatoeba	13897445	汇报	彙報	你汇报一下。	你彙報一下。	你汇报一下。
310_1	authored		寡头	寡頭	几名寡头控制了当地市场。	幾名寡頭控制了當地市場。	
311_1	authored		武汉	武漢	武汉坐落在长江沿岸。	武漢坐落在長江沿岸。	
312_1	authored		咸宁	咸寧	咸宁以温泉闻名。	咸寧以溫泉聞名。	
315_1	tatoeba	335621	讨论	討論	让我们和他们讨论这个问题吧。	讓我們和他們討論這個問題吧。	让我们和他们讨论这个问题吧。
316_1	tatoeba	349556	描写	描寫	我打算描写我们的公园和山。	我打算描寫我們的公園和山。	我打算描寫我們的公園和山。
317_1	authored		转让	轉讓	双方签署了股权转让协议。	雙方簽署了股權轉讓協議。	
318_1	authored		礼部	禮部	礼部负责古代的礼仪事务。	禮部負責古代的禮儀事務。	
319_1	tatoeba	2027995	训练	訓練	未来飞行员将在模拟操作室中训练。	未來飛行員將在模擬操作室中訓練。	未来飞行员将在模拟操作室中训练。
320_1	tatoeba	332802	会议	會議	仅三分之一的成员出席了会议。	僅三分之一的成員出席了會議。	仅三分之一的成员出席了会议。
322_1	tatoeba	13894758	通讯	通訊	我的通讯录里全是些没什么印象的人。	我的通訊錄裡全是些沒什麼印象的人。	我的通讯录里全是些没什么印象的人。
323_1	tatoeba	3659903	记者	記者	我认识肩上背着照相机的记者。	我認識肩上揹著照相機的記者。	我认识肩上背着照相机的记者。
330_0	tatoeba	501347	出来	出來	人类生出来不是为了永久生存。	人類生出來不是為了永久生存。	人类生出来不是为了永久生存。
330_1	authored		一出	一齣	昨晚我看了一出好戏。	昨晚我看了一齣好戲。	
331_1	authored		辽东	遼東	明军曾在辽东修筑城堡。	明軍曾在遼東修築城堡。	
337_1	tatoeba	2200413	一边	一邊	他们在一边吃喝，一边聊天儿。	他們在一邊吃喝，一邊聊天兒。	他们在一边吃喝，一边聊天儿。
340_1	tatoeba	10355206	神圣	神聖	在印度，牛是一种神圣的动物。	在印度，牛是一種神聖的動物。	在印度，牛是一種神聖的動物。
341_1	tatoeba	770833	对于	對於	这个是我对于你的问题的答案。	這個是我對於你的問題的答案。	这个是我对于你的问题的答案。
342_0	tatoeba	3701786	台湾	台灣	我在台湾时，我们成为好朋友。	我在台灣時，我們成為好朋友。	我在臺灣時，我們成為好朋友。
342_1	tatoeba	3701786	台湾	臺灣	我在台湾时，我们成为好朋友。	我在臺灣時，我們成為好朋友。	我在臺灣時，我們成為好朋友。
342_2	tatoeba	1944810	台风	颱風	我做梦也没想到那儿会有台风。	我做夢也沒想到那兒會有颱風。	我做梦也没想到那儿会有台风。
342_3	tatoeba	420204	柜台	櫃檯	还有那边柜台里也有很多呢。	還有那邊櫃檯裡也有很多呢。	还有那边柜台里也有很多呢。
344_1	tatoeba	867616	纠正	糾正	你确认那是可纠正的错误吗？	你確認那是可糾正的錯誤嗎？	你确认那是可纠正的错误吗？
347_1	tatoeba	13750247	丝毫	絲毫	雨丝毫没有停的意思。	雨絲毫沒有停的意思。	雨丝毫没有停的意思。
353_1	tatoeba	13942910	活动	活動	这是商场促销活动送的保温杯。	這是商場促銷活動送的保溫杯。	这是商场促销活动送的保温杯。
361_1	tatoeba	13054926	巩固	鞏固	真正的王在巩固他的权利，然而虚假的王却在打高尔夫。	真正的王在鞏固他的權利，然而虛假的王卻在打高爾夫。	真正的王在巩固他的权利，然而虚假的王却在打高尔夫。
363_1	tatoeba	334978	执行	執行	我们在任何公司都应该是执行者。	我們在任何公司都應該是執行者。	我们在任何公司都应该是执行者。
364_1	tatoeba	1883635	扩大	擴大	他试图扩大自己的势力范围。	他試圖擴大自己的勢力範圍。	他试图扩大自己的势力范围。
365_1	tatoeba	10534902	扫描	掃描	汤姆，你能教玛丽用扫描仪吗？	湯姆，你能教瑪麗用掃描儀嗎？	湯姆，你能教瑪麗用掃描儀嗎？
367_1	tatoeba	609957	市场	市場	我们在市场上买了些蔬菜和鱼。	我們在市場上買了些蔬菜和魚。	我们在市场上买了些蔬菜和鱼。
368_1	tatoeba	6284488	扬州	揚州	我们去北京、西安、上海和扬州。	我們去北京、西安、上海和揚州。	我們去北京、西安、上海和揚州。
373_1	tatoeba	8743781	亚洲	亞洲	请问乔治亚洲的最低工资是多少？	請問喬治亞洲的最低工資是多少？	请问乔治亚洲的最低工资是多少？
376_0	authored		俭朴	儉朴	他们一家生活俭朴。	他們一家生活儉朴。	
376_1	authored		朴实	樸實	他的语言朴实而有力。	他的語言樸實而有力。	
377_1	tatoeba	9007589	机关	機關	请把电视机关掉好吗？	請把電視機關掉好嗎？	请把电视机关掉好吗？
378_1	tatoeba	1970428	权力	權力	汉宣帝时，匈奴贵族争夺权力。	漢宣帝時，匈奴貴族爭奪權力。	汉宣帝时，匈奴贵族争夺权力。
379_1	tatoeba	1358598	通过	通過	通过诋毁别人，你得不到什么。	通過詆譭別人，你得不到什麼。	通过诋毁别人，你得不到什么。
383_1	tatoeba	13531846	协议	協議	欧洲各国之间需要达成协议。	歐洲各國之間需要達成協議。	歐洲各國之間需要達成協議。
385_1	tatoeba	1565680	压力	壓力	橡皮不硬：它在压力下会变形。	橡皮不硬：它在壓力下會變形。	橡皮不硬：它在压力下会变形。
386_1	tatoeba	335359	讨厌	討厭	无论怎样，都很讨厌，不是吗？	無論怎樣，都很討厭，不是嗎？	无论怎样，都很讨厌，不是吗？
393_1	tatoeba	389821	网页	網頁	一个网页超过百分之九十的访问量是来自于搜索引擎的。	一個網頁超過百分之九十的訪問量是來自於搜尋引擎的。	一个网页超过百分之九十的访问量是来自于搜索引擎的。
395_0	authored		夸特	夸特	这枚硬币值一夸特。	這枚硬幣值一夸特。	
395_1	tatoeba	919618	夸张	誇張	在我看来，她有一种夸张的倾向。	在我看來，她有一種誇張的傾向。	在我看來，她有一種誇張的傾向。
396_1	authored		夺取	奪取	队员奋力夺取冠军。	隊員奮力奪取冠軍。	
398_1	tatoeba	808213	达到	達到	我们终于达到了我们的目标。	我們終於達到了我們的目標。	我们终于达到了我们的目标。
402_1	tatoeba	5951355	夹击	夾擊	我们被两面夹击了。	我們被兩面夾擊了。	我們被兩面夾擊了。
404_1	tatoeba	918510	轨道	軌道	很多月亮在土星四周绕轨道运行。	很多月亮在土星四周繞軌道執行。	很多月亮在土星四周绕轨道运行。
406_1	authored		唐尧	唐堯	唐尧是传说中的古代君主。	唐堯是傳說中的古代君主。	
407_0	tatoeba	336671	划船	划船	为了参加划船比赛，一支新的队伍组成了。	為了參加划船比賽，一支新的隊伍組成了。	为了参加划船比赛，一支新的队伍组成了。
408_1	authored		迈进	邁進	我们正向新的目标迈进。	我們正向新的目標邁進。	
409_1	tatoeba	633979	毕业	畢業	我父亲在我毕业之前就过世了。	我父親在我畢業之前就過世了。	我父亲在我毕业之前就过世了。
412_1	authored		坚贞不屈	堅貞不屈	她面对威胁仍然坚贞不屈。	她面對威脅仍然堅貞不屈。	
413_1	tatoeba	862457	师父	師父	“拜个不够行的师父，很伤脑筋吧？”　“我也很笨，所以没关系。”	“拜個不夠行的師父，很傷腦筋吧？”　“我也很笨，所以沒關係。”	“拜个不够行的师父，很伤脑筋吧？”　“我也很笨，所以没关系。”
414_1	authored		拂尘	拂塵	道士轻轻挥动手中的拂尘。	道士輕輕揮動手中的拂塵。	
418_1	tatoeba	429478	当时	當時	我当时每个月都会购买五本书。	我當時每個月都會購買五本書。	我当时每个月都会购买五本书。
418_2	authored		叮当	叮噹	门外传来叮当的铃声。	門外傳來叮噹的鈴聲。	
420_0	authored		长吁短叹	長吁短嘆	他整天长吁短叹，却不肯行动。	他整天長吁短嘆，卻不肯行動。	
420_1	tatoeba	908527	呼吁	呼籲	我们提出了请求支持的呼吁。	我們提出了請求支援的呼籲。	我們提出了請求支持的呼籲。
422_1	tatoeba	12568856	吓坏	嚇壞	一开头她吓坏了, 后来才定下神来。	一開頭她嚇壞了, 後來才定下神來。	一开头她吓坏了, 后来才定下神来。
423_1	tatoeba	1790171	昆虫	昆蟲	这种昆虫在英语中叫什么？	這種昆蟲在英語中叫什麼？	这种昆虫在英语中叫什么？
424_0	tatoeba	13537184	曲折	曲折	智慧线清晰且曲折，预示思维敏捷但易犹豫不决。	智慧線清晰且曲折，預示思維敏捷但易猶豫不決。	智慧線清晰且曲折，預示思維敏捷但易猶豫不決。
424_1	authored		酒曲	酒麯	酿酒时需要使用酒曲。	釀酒時需要使用酒麯。	
425_1	tatoeba	13882118	集团	集團	国际刑警组织正在追查跨国绑架集团的下落。	國際刑警組織正在追查跨國綁架集團的下落。	國際刑警組織正在追查跨國綁架集團的下落。
425_2	authored		团子	糰子	孩子吃了一个糯米团子。	孩子吃了一個糯米糰子。	
432_1	authored		干吗	幹嗎	你站在门口干吗？	你站在門口幹嗎？	
434_1	tatoeba	1394838	岛屿	島嶼	这个岛屿位于日本的西边。	這個島嶼位於日本的西邊。	这个岛屿位于日本的西边。
436_1	tatoeba	11758750	万岁	萬歲	自由魁北克万岁！	自由魁北克萬歲！	自由魁北克万岁！
438_0	tatoeba	344983	回来	回來	我明天回来后会打电话给他们。	我明天回來後會打電話給他們。	我明天回来后会打电话给他们。
438_1	tatoeba	10058500	回归	迴歸	有一首关于澳门回归的歌很好听。	有一首關於澳門迴歸的歌很好聽。	有一首关于澳门回归的歌很好听。
440_1	tatoeba	1471139	原则	原則	在办公室吸烟违背我们的原则。	在辦公室吸菸違揹我們的原則。	在办公室吸烟违背我们的原则。
441_1	tatoeba	1260507	刚才	剛才	我刚才瞧了一眼，一点没意思。	我剛才瞧了一眼，一點沒意思。	我刚才瞧了一眼，一点没意思。
442_1	tatoeba	13976082	网络	網絡	他通过开直播来结交网络朋友。	他透過開直播來結交網絡朋友。	他通过开直播来结交网络朋友。
445_0	authored		朱元璋	朱元璋	朱元璋建立了明朝。	朱元璋建立了明朝。	
451_1	tatoeba	13605144	变迁	變遷	气候变迁正在对地球范围内造成严重影响。	氣候變遷正在對地球範圍內造成嚴重影響。	氣候變遷正在對地球範圍內造成嚴重影響。
452_1	authored		乔木	喬木	院子里种着几棵高大的乔木。	院子裡種著幾棵高大的喬木。	
454_1	tatoeba	332835	伟大	偉大	他是日本最伟大的艺术家之一。	他是日本最偉大的藝術家之一。	他是日本最伟大的艺术家之一。
455_1	tatoeba	1426458	传统	傳統	他们传统的生活方式不再存在。	他們傳統的生活方式不再存在。	他们传统的生活方式不再存在。
461_1	tatoeba	755897	优势	優勢	主场队总是比对手有优势。	主場隊總是比對手有優勢。	主场队总是比对手有优势。
468_1	tatoeba	1516240	受伤	受傷	他在一场交通事故中严重受伤。	他在一場交通事故中嚴重受傷。	他在一场交通事故中严重受伤。
469_1	tatoeba	606893	价值	價值	这是一个具有历史价值的城市。	這是一個具有歷史價值的城市。	这是一个具有历史价值的城市。
470_1	tatoeba	335017	伦敦	倫敦	他一到伦敦就给我发了个电报。	他一到倫敦就給我發了個電報。	他一到伦敦就给我发了个电报。
472_1	authored		新华社	新華社	新华社发布了这条消息。	新華社釋出了這條訊息。	
475_0	tatoeba	1438474	伙伴	伙伴	他和他的伙伴让我跟他们一起去。	他和他的伙伴讓我跟他們一起去。	他和他的伙伴让我跟他们一起去。
475_1	tatoeba	1438474	伙伴	夥伴	他和他的伙伴让我跟他们一起去。	他和他的夥伴讓我跟他們一起去。	他和他的伙伴让我跟他们一起去。
476_1	authored		伪托	僞託	这部作品被后人伪托给名家。	這部作品被後人僞託給名家。	
480_0	tatoeba	343410	方向	方向	我肯定事情会往好的方向发展。	我肯定事情會往好的方向發展。	我肯定事情会往好的方向发展。
480_1	tatoeba	13882008	面向	面嚮	向日葵总是面向太阳。	向日葵總是面嚮太陽。	向日葵总是面向太阳。
482_0	tatoeba	683070	先后	先后	他主张的是出生的先后次序和个性有很密切的关系。	他主張的是出生的先后次序和個性有很密切的關係。	他主張的是出生的先後次序和個性有很密切的關係。
486_1	tatoeba	5550294	社会	社會	他不仅社会学毕业，还有哲学。	他不僅社會學畢業，還有哲學。	他不仅社会学毕业，还有哲学。
487_1	tatoeba	12686377	杀人	殺人	那个杀人犯依然逍遥法外。	那個殺人犯依然逍遙法外。	那个杀人犯依然逍遥法外。
488_0	tatoeba	2915096	合作	合作	没人能够预言这次合作的结果。	沒人能夠預言這次合作的結果。	没人能够预言这次合作的结果。
488_1	authored		合眼	閤眼	外面太吵，我一夜没有合眼。	外面太吵，我一夜沒有閤眼。	
491_1	tatoeba	5095102	与众不同	與衆不同	汤姆有什么很与众不同的地方吗？	湯姆有什麼很與衆不同的地方嗎？	汤姆有什么很与众不同的地方吗？
492_1	tatoeba	14010759	老爷	老爺	老爷子毕生的心血全泡汤了。	老爺子畢生的心血全泡湯了。	老爺子畢生的心血全泡湯了。
493_1	authored		伞兵	傘兵	伞兵从运输机上依次跳下。	傘兵從運輸機上依次跳下。	
494_1	tatoeba	400819	创造	創造	咖啡师们该创造一个情景喜剧。	咖啡師們該創造一個情景喜劇。	咖啡师们该创造一个情景喜剧。
498_1	tatoeba	2367543	复杂	複雜	事情总比我们想的要复杂得多。	事情總比我們想的要複雜得多。	事情总比我们想的要复杂得多。
503_1	tatoeba	334340	负责	負責	父母要对他们子女的安全负责。	父母要對他們子女的安全負責。	父母要对他们子女的安全负责。
510_1	tatoeba	346126	壮丽	壯麗	我从没见过那么壮丽的日落景色。	我從沒見過那麼壯麗的日落景色。	我从没见过那么壮丽的日落景色。
511_0	authored		冲龄	冲齡	皇帝冲龄即位，由大臣辅政。	皇帝冲齡即位，由大臣輔政。	
511_1	tatoeba	5360059	冲突	衝突	这两个国家经常发生边境冲突。	這兩個國家經常發生邊境衝突。	這兩個國家經常發生邊境衝突。
512_1	authored		化妆品	化妝品	她对这种化妆品过敏。	她對這種化妝品過敏。	
515_1	tatoeba	2228186	重庆	重慶	重庆是一座丘陵的城市，道路弯弯曲曲的。	重慶是一座丘陵的城市，道路彎彎曲曲的。	重庆是一座丘陵的城市，道路弯弯曲曲的。
517_1	tatoeba	421511	刘备	劉備	刘备和诸葛亮是一支无法战胜的队伍。	劉備和諸葛亮是一支無法戰勝的隊伍。	刘备和诸葛亮是一支无法战胜的队伍。
518_1	authored		一齐	一齊	大家一齐举起了杯子。	大家一齊舉起了杯子。	
522_1	authored		黑产	黑産	警方正在调查网络黑产。	警方正在調查網路黑産。	
527_1	authored		闭会	閉會	主席宣布大会正式闭会。	主席宣佈大會正式閉會。	
528_1	tatoeba	332526	问题	問題	如何克服日元升高是个大问题。	如何克服日元升高是個大問題。	如何克服日元升高是个大问题。
529_1	authored		闯王	闖王	李自成被称为闯王。	李自成被稱為闖王。	
532_1	tatoeba	334900	关系	關係	这个犯罪和我一点关系都没有。	這個犯罪和我一點關係都沒有。	这个犯罪和我一点关系都没有。
534_1	tatoeba	4948530	灯光	燈光	灯光太暗了，我没法阅读。	燈光太暗了，我沒法閱讀。	灯光太暗了，我没法阅读。
