deck	direction	front	back	source_chapter	entry_type	notes
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄚ	ia	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	ie	ㄧㄝ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄝ	ie	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	iao	ㄧㄠ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄠ	iao	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	iu	ㄧㄡ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄡ	iu	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	ian	ㄧㄢ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄢ	ian	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	in	ㄧㄣ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄣ	in	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	iang	ㄧㄤ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄤ	iang	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	ing	ㄧㄥ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄥ	ing	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	u	ㄨ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨ	u	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	ua	ㄨㄚ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄚ	ua	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	uo	ㄨㄛ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄛ	uo	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	uai	ㄨㄞ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄞ	uai	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	ui	ㄨㄟ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄟ	ui	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	uan	ㄨㄢ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄢ	uan	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	un	ㄨㄣ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄣ	un	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	uang	ㄨㄤ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄤ	uang	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	ong	ㄨㄥ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄥ	ong	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	ü	ㄩ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄩ	ü	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	üe	ㄩㄝ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄩㄝ	üe	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	üan	ㄩㄢ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄩㄢ	üan	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	ün	ㄩㄣ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄩㄣ	ün	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	iong	ㄩㄥ	conversion	final	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄩㄥ	iong	conversion	final	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	zhi	ㄓ	conversion	apical-empty-rime	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄓ	zhi	conversion	apical-empty-rime	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	chi	ㄔ	conversion	apical-empty-rime	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄔ	chi	conversion	apical-empty-rime	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	shi	ㄕ	conversion	apical-empty-rime	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄕ	shi	conversion	apical-empty-rime	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	ri	ㄖ	conversion	apical-empty-rime	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄖ	ri	conversion	apical-empty-rime	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	zi	ㄗ	conversion	apical-empty-rime	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄗ	zi	conversion	apical-empty-rime	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	ci	ㄘ	conversion	apical-empty-rime	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄘ	ci	conversion	apical-empty-rime	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	si	ㄙ	conversion	apical-empty-rime	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄙ	si	conversion	apical-empty-rime	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	yi	ㄧ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧ	yi	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	ya	ㄧㄚ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄚ	ya	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	ye	ㄧㄝ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄝ	ye	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	yao	ㄧㄠ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄠ	yao	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	you	ㄧㄡ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄡ	you	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	yan	ㄧㄢ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄢ	yan	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	yin	ㄧㄣ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄣ	yin	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	yang	ㄧㄤ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄤ	yang	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	ying	ㄧㄥ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄧㄥ	ying	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	wu	ㄨ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨ	wu	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	wa	ㄨㄚ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄚ	wa	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	wo	ㄨㄛ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄛ	wo	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	wai	ㄨㄞ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄞ	wai	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	wei	ㄨㄟ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄟ	wei	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	wan	ㄨㄢ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄢ	wan	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	wen	ㄨㄣ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄣ	wen	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	wang	ㄨㄤ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄤ	wang	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	weng	ㄨㄥ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄨㄥ	weng	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	yu	ㄩ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄩ	yu	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	yue	ㄩㄝ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄩㄝ	yue	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	yuan	ㄩㄢ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄩㄢ	yuan	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	yun	ㄩㄣ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄩㄣ	yun	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Pinyin -> Zhuyin	yong	ㄩㄥ	conversion	standalone-spelling	No tones.
Pinyin-Zhuyin	Zhuyin -> Pinyin	ㄩㄥ	yong	conversion	standalone-spelling	No tones.
