deck	direction	front	back	source_chapter	entry_type	notes
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄨㄟˊ	wéi	conversion	tone-example	Standalone spelling conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	wěi	ㄨㄟˇ	conversion	tone-example	Standalone spelling conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄨㄟˇ	wěi	conversion	tone-example	Standalone spelling conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	wèi	ㄨㄟˋ	conversion	tone-example	Standalone spelling conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄨㄟˋ	wèi	conversion	tone-example	Standalone spelling conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yuē	ㄩㄝ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄝ	yuē	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yué	ㄩㄝˊ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄝˊ	yué	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yuě	ㄩㄝˇ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄝˇ	yuě	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yuè	ㄩㄝˋ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄝˋ	yuè	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yuān	ㄩㄢ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄢ	yuān	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yuán	ㄩㄢˊ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄢˊ	yuán	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yuǎn	ㄩㄢˇ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄢˇ	yuǎn	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yuàn	ㄩㄢˋ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄢˋ	yuàn	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yūn	ㄩㄣ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄣ	yūn	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yún	ㄩㄣˊ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄣˊ	yún	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yǔn	ㄩㄣˇ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄣˇ	yǔn	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yùn	ㄩㄣˋ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄣˋ	yùn	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yōng	ㄩㄥ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄥ	yōng	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yóng	ㄩㄥˊ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄥˊ	yóng	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yǒng	ㄩㄥˇ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄥˇ	yǒng	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Pinyin -> Zhuyin	yòng	ㄩㄥˋ	conversion	tone-example	Standalone y-series conversion.
Pinyin-Zhuyin with Tones	Zhuyin -> Pinyin	ㄩㄥˋ	yòng	conversion	tone-example	Standalone y-series conversion.
