deck	direction	front	back	source_chapter	entry_type	notes
Chapter 6-10	English -> Chinese	Meaning: rice; meal	Characters: 飯\nPinyin: fàn\nZhuyin: ㄈㄢˋ	8	vocabulary	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 飯	Meaning: rice; meal\nPinyin: fàn\nZhuyin: ㄈㄢˋ	8	vocabulary	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: fàn\nZhuyin: ㄈㄢˋ	Meaning: rice; meal\nCharacters: 飯	8	vocabulary	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: soup	Characters: 湯\nPinyin: tāng\nZhuyin: ㄊㄤ	8	vocabulary	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 湯	Meaning: soup\nPinyin: tāng\nZhuyin: ㄊㄤ	8	vocabulary	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: tāng\nZhuyin: ㄊㄤ	Meaning: soup\nCharacters: 湯	8	vocabulary	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: go	Characters: 去\nPinyin: qù\nZhuyin: ㄑㄩˋ	9	function word	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 去	Meaning: go\nPinyin: qù\nZhuyin: ㄑㄩˋ	9	function word	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: qù\nZhuyin: ㄑㄩˋ	Meaning: go\nCharacters: 去	9	function word	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: market	Characters: 市場\nPinyin: shìchǎng\nZhuyin: ㄕˋ ㄔㄤˇ	9	vocabulary	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 市場	Meaning: market\nPinyin: shìchǎng\nZhuyin: ㄕˋ ㄔㄤˇ	9	vocabulary	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: shìchǎng\nZhuyin: ㄕˋ ㄔㄤˇ	Meaning: market\nCharacters: 市場	9	vocabulary	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: station	Characters: 車站\nPinyin: chēzhàn\nZhuyin: ㄔㄜ ㄓㄢˋ	9	vocabulary	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 車站	Meaning: station\nPinyin: chēzhàn\nZhuyin: ㄔㄜ ㄓㄢˋ	9	vocabulary	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: chēzhàn\nZhuyin: ㄔㄜ ㄓㄢˋ	Meaning: station\nCharacters: 車站	9	vocabulary	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: desk; table	Characters: 桌子\nPinyin: zhuōzi\nZhuyin: ㄓㄨㄛ ˙ㄗ	9	vocabulary	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 桌子	Meaning: desk; table\nPinyin: zhuōzi\nZhuyin: ㄓㄨㄛ ˙ㄗ	9	vocabulary	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: zhuōzi\nZhuyin: ㄓㄨㄛ ˙ㄗ	Meaning: desk; table\nCharacters: 桌子	9	vocabulary	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: live	Characters: 住\nPinyin: zhù\nZhuyin: ㄓㄨˋ	10	function word	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 住	Meaning: live\nPinyin: zhù\nZhuyin: ㄓㄨˋ	10	function word	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: zhù\nZhuyin: ㄓㄨˋ	Meaning: live\nCharacters: 住	10	function word	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: in; at	Characters: 在\nPinyin: zài\nZhuyin: ㄗㄞˋ	10	vocabulary	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 在	Meaning: in; at\nPinyin: zài\nZhuyin: ㄗㄞˋ	10	vocabulary	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: zài\nZhuyin: ㄗㄞˋ	Meaning: in; at\nCharacters: 在	10	vocabulary	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: Taipei	Characters: 台北\nPinyin: Táiběi\nZhuyin: ㄊㄞˊ ㄅㄟˇ	10	vocabulary	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 台北	Meaning: Taipei\nPinyin: Táiběi\nZhuyin: ㄊㄞˊ ㄅㄟˇ	10	vocabulary	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: Táiběi\nZhuyin: ㄊㄞˊ ㄅㄟˇ	Meaning: Taipei\nCharacters: 台北	10	vocabulary	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: Kaohsiung	Characters: 高雄\nPinyin: Gāoxióng\nZhuyin: ㄍㄠ ㄒㄩㄥˊ	10	vocabulary	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 高雄	Meaning: Kaohsiung\nPinyin: Gāoxióng\nZhuyin: ㄍㄠ ㄒㄩㄥˊ	10	vocabulary	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: Gāoxióng\nZhuyin: ㄍㄠ ㄒㄩㄥˊ	Meaning: Kaohsiung\nCharacters: 高雄	10	vocabulary	Core review entry.
